groupName,level,members
LANDMARKS IN DOWNTOWN NYC,2,"BOWLING GREEN, BROOKLYN BRIDGE, CITY HALL, WALL STREET"
THINGS WITH HOLES,3,"BOWLING BALL, COLANDER, GOLF COURSE, SPONGE"
CAPTIVATE,0,"CHARM, ENTRANCE, RIVET, THRILL"
EXCERPT,1,"CLIP, EXTRACT, PASSAGE, QUOTE"
MEMBER OF A GIRL GROUP,2,"BANGLE, CHICK, GO-GO, SUPREME"
STAR___,3,"BOARD, FISH, GATE, STRUCK"
DERRIERE,0,"BACKSIDE, CABOOSE, SEAT, TAIL"
USED TO HIT A BALL IN SPORTS,1,"BAT, MALLET, RACKET, STICK"
COMPONENTS OF A BRIDE’S ENSEMBLE,2,"BOUQUET, BUSTLE, TRAIN, VEIL"
RHYMING COMPOUND WORDS,3,"BACKPACK, COOKBOOK, HUBBUB, NITWIT"
POULTRY CUTS,0,"BREAST, TENDER, THIGH, WING"
"HANDLE, AS A BILL",1,"FOOT, PAY, SETTLE, TAKE CARE OF"
SPLENDID,2,"BRILLIANT, CAPITAL, FINE, GRAND"
STARTS OF CULINARY NUTS,3,"CASH, HAZE, MAC, PEC"
INTREPIDITY,0,"FORTITUDE, GRIT, PLUCK, RESOLVE"
RENOVATIONS,1,"CONSTRUCTION, REPAIRS, UPGRADES, WORK"
TROUNCE,2,"CREAM, CRUSH, ROUT, SHELLAC"
KINDS OF SOFT/LIGHTWEIGHT PAPER,3,"CREPE, ROLLING, TISSUE, TOILET"
CONVENIENTLY LOCATED,0,"ACCESSIBLE, CLOSE, HANDY, NEARBY"
NEEDS FOR SENDING A LETTER,1,"ADDRESS, ENVELOPE, NAME, STAMP"
WORDS ON A DOOR,2,"EXIT, OPEN, PUSH, WELCOME"
FIRST AMENDMENT FREEDOMS,3,"ASSEMBLY, PETITION, PRESS, SPEECH"
INDICATION,0,"CUE, NOD, PROMPT, SIGNAL"
OPPORTUNITY,1,"BREAK, CHANCE, OPENING, SHOT"
HOTEL AMENITIES,2,"BREAKFAST, PARKING, POOL, WI-FI"
"WORDS BEFORE ""WATCH""",3,"DIGITAL, POCKET, STOP, WRIST"
QUITE THE TALKER,0,"BLABBERMOUTH, CHATTERBOX, PRATTLER, WINDBAG"
FORTIFIED WINES,1,"MARSALA, PORT, SHERRY, VERMOUTH"
___ ROCK,2,"CLASSIC, LITTLE, PLYMOUTH, THE"
STARTING WITH WAYS TO MOVE QUICKLY,3,"DARTMOUTH, DASHBOARD, FLYWHEEL, RUSHMORE"
BLACK-AND-WHITE THINGS,0,"DOMINO, PIANO KEYS, YIN-YANG SYMBOL, ZEBRA"
PAIRS OF RODS,1,"CHOPSTICKS, CLAVES, KNITTING NEEDLES, SKI POLES"
THINGS THAT ROTATE ABOUT A VERTICAL AXIS,2,"BARBER POLE, CAROUSEL, CEILING FAN, LAZY SUSAN"
RODS THAT CURVE AT ONE END,3,"CANDY CANE, CROCHET HOOK, CROOK, CROWBAR"
BLUNDER,0,"BOO-BOO, FLUB, GAFFE, NO-NO"
LANDS OF THE IMAGINATION,1,"DREAM, FANTASY, LA-LA, NEVER NEVER"
THINGS WITH ANTENNA/E,2,"INSECT, RADIO TOWER, SATELLITE DISH, TELETUBBY"
___ DOODLE,3,"CHEESE, DIPSY, GOOGLE, YANKEE"
U.S. PRESIDENTS,0,"ADAMS, FORD, GRANT, WASHINGTON"
ACTORS WHOSE LAST NAMES ARE ALSO VERBS,1,"CHEVY CHASE, CHRISTOPH WALTZ, GEOFFREY RUSH, TOM CRUISE"
KINDS OF POKER,2,"DRAW, OMAHA, STRIP, STUD"
PROPER NOUNS AFTER GERUNDS IN '90S MOVIE TITLES,3,"AMY, JOHN MALKOVICH, LAS VEGAS, PRIVATE RYAN"
LIQUIDS YOU PUT INTO CARS,0,"BRAKE FLUID, COOLANT, FUEL, OIL"
ARENA,1,"BOWL, COLISEUM, HIPPODROME, STADIUM"
SKULDUGGERY,2,"CHICANERY, DECEIT, LEGERDEMAIN, SUBTERFUGE"
MODERN INVENTIONS,3,"CRYPTO, PODCAST, SMARTWATCH, VAPE"
WINE VESSELS,0,"BOTTLE, CARAFE, DECANTER, GLASS"
RIPPED,1,"CLEFT, RENT, SPLIT, TORN"
KINDS OF SNAKES,2,"CORAL, GARTER, KING, RATTLE"
___ CALL,3,"BOOTY, CLOSE, COLD, CURTAIN"
PREDICAMENT,0,"FIX, JAM, MESS, PICKLE"
SMALL SPHERICAL THINGS,1,"MOTHBALL, PEA, PEARL, POM-POM"
PIPE-SMOKING ACCESSORIES,2,"FILTER, LIGHTER, PIPE CLEANER, TAMPER"
"WHAT ""DOWN"" MIGHT MEAN",3,"FEATHERS, GUZZLE, SAD, WILLING"
DISTINGUISHING CHARACTERISTICS,0,"MOLE, PIERCING, SCAR, TATTOO"
A REAL JERK,1,"CREEP, HEEL, RAT, SKUNK"
PESTER,2,"BADGER, BUG, HARRY, RIDE"
"WORDS BEFORE ""STOOL""",3,"BAR, FOOT, STEP, TOAD"
RESTAURANT WATER OPTIONS,0,"BOTTLED, SPARKLING, STILL, TAP"
ATM OPTIONS,1,"CHECKING, DEPOSIT, SAVINGS, WITHDRAWAL"
BINARY QUESTION OPTIONS,2,"FALSE, NO, TRUE, YES"
ROULETTE OPTIONS,3,"BLACK, EVEN, ODD, RED"
PLACES TO GET TRAPPED,0,"NET, SNARE, TANGLE, WEB"
USED FOR TEA,1,"CUP, KETTLE, TEABAG, WATER"
ASSOCIATED WITH HARDNESS,2,"DIAMOND, NAILS, ROCK, STEEL"
ENDING WITH KEYBOARD KEYS,3,"CANTAB, CYBERSPACE, ICECAPS, MAKESHIFT"
FAMOUS PERSON,0,"FIGURE, NAME, PERSONALITY, STAR"
INCREASE,1,"BALLOON, MOUNT, MUSHROOM, WAX"
PLACES THAT SELL GAS,2,"7-ELEVEN, CHEVRON, GULF, SHELL"
___ SPLIT,3,"7-10, BANANA, LICKETY, STOCK"
MUSIC GENRES,0,"EMO, FUNK, METAL, POP"
NOT BE GOOD,1,"BITE, BLOW, STINK, SUCK"
DO EXCEPTIONALLY WELL,2,"EAT, ROCK, RULE, SLAY"
CONTEMPORARY COMPOSERS,3,"CAGE, ENO, GLASS, REICH"
CRITICIZE HARSHLY,0,"BASH, BLAST, FLAME, ROAST"
COMMON COMPONENTS OF BOARD GAMES,1,"BOARD, CARDS, DICE, PIECES"
HETERONYMS,2,"AXES, BASS, COORDINATE, DOES"
___STICKS,3,"CHOP, DRUM, FIDDLE, FISH"
FIRST APPEARANCE,0,"DEBUT, INTRODUCTION, LAUNCH, PREMIERE"
ONES CELEBRATED WITH HOLIDAYS,1,"MOTHER, PRESIDENT, SAINT PATRICK, SAINT VALENTINE"
FAMOUS POETS,2,"BISHOP, BURNS, LORDE, POPE"
"WHAT ""CARDINAL"" MIGHT REFER TO",3,"BIRD, CLERGY MEMBER, M.L.B. PLAYER, N.F.L. PLAYER"
CURSES,0,"EXPLETIVES, FOUR-LETTER WORDS, PROFANITY, SWEARING"
"IN ""A VISIT FROM ST. NICHOLAS""",1,"CHRISTMAS, HOUSE, MOUSE, STIRRING"
WORN BY EARRING MAGIC KEN,2,"EARRING, MESH SHIRT, NECKLACE, PLEATHER VEST"
STARTING WITH POSSESSIVE DETERMINERS,3,"HERRING, HISTAMINE, MYSTERY, OUROBOROS"
BEGINNING,0,"BIRTH, DAWN, GENESIS, START"
JOIN,1,"BOND, COMBINE, FUSE, WED"
TV-RELATED ABBREVIATIONS IN THE '80S,2,"ALF, MTV, NES, VHS"
MAY___,3,"DAY, FLOWER, FLY, POLE"
WHAT YOU MIGHT SEE ON A CHRISTMAS TREE,0,"ANGEL, CANDY CANE, STRING LIGHTS, TINSEL"
"CLEAN UP, AS A PHOTOGRAPH",1,"AIRBRUSH, FIX, PHOTOSHOP, TOUCH UP"
FRENCH FOOD WORDS,2,"CORNICHON, PAIN, PAMPLEMOUSSE, VINAIGRETTE"
THINGS WITH CELLS,3,"HONEYCOMB, ORGANISM, SOLAR PANEL, SPREADSHEET"
PIQUANCY,0,"KICK, PUNCH, ZEST, ZING"
AVAILABLE,1,"FREE, SINGLE, SOLO, STAG"
MALE ANIMALS,2,"BILLY, BUCK, JACK, RAM"
CHINESE DYNASTIES,3,"HAN, MING, SONG, TANG"
RUPTURED,0,"BLEW, BROKE, BURST, SPLIT"
APPARITION,1,"SHADE, SPECTER, SPIRIT, WIGHT"
PREDICT,2,"CALL, DIVINE, FORECAST, READ"
"""BEST ___ PERFORMANCE"" GRAMMY AWARD",3,"AMERICANA, CHORAL, JAZZ, RAP"
GYMNASTICS MOVES,0,"AERIAL, ARABESQUE, ROUNDOFF, SPLIT"
DISNEY PRINCESSES,1,"ARIEL, AURORA, MERIDA, TIANA"
FONTS,2,"ARIAL, GEORGIA, IMPACT, VERDANA"
GEOMETRY ADJECTIVES,3,"ANGULAR, AREAL, LINEAR, VOLUMETRIC"
NONSENSE,0,"BALONEY, BULL, BUNK, RUBBISH"
"INCREASE, WITH ""UP""",1,"CRANK, HIKE, JACK, RAISE"
FICTIONAL SPIES,2,"ARCHER, HUNT, PEEL, POWERS"
CAT___,3,"FISH, NAP, TAIL, WALK"
FINISHED,0,"COMPLETE, DONE, OVER, THROUGH"
THINGS WITH SHELLS,1,"EGG, HARD TACO, M&M, SNAIL"
SWIG,2,"BELT, GULP, SHOT, SLUG"
___DOG,3,"BULL, LAP, UNDER, WATCH"
"""YOU SHOULD KNOW BETTER!""",0,"BAD, SHAME, TSK, TUT TUT"
MOVE QUICKLY,1,"BARREL, FLY, RACE, ZIP"
EDDIE MURPHY ROLES,2,"AKEEM, DOLITTLE, DONKEY, FOLEY"
KING ___,3,"CAKE, COBRA, KONG, TUT"
BLEMISH,0,"DENT, DING, MAR, SCRATCH"
BEHEMOTH,1,"COLOSSUS, MAMMOTH, WHALE, WHOPPER"
RUDE THINGS TO DO,2,"POINT, SNICKER, STARE, WHISPER"
ON A BASEBALL FIELD,3,"BASE, BOX, MOUND, PLATE"
ENTREATY,0,"APPEAL, BID, CALL, PETITION"
CONTACT INFO,1,"ADDRESS, EMAIL, NAME, NUMBER"
KINDS OF CAMERA LENSES,2,"FISHEYE, MACRO, TELEPHOTO, ZOOM"
BODIES OF WATER PLUS STARTING LETTER,3,"DRIVER, EBAY, FINLET, FLAKE"
IMPORTANT,0,"CRITICAL, KEY, MAJOR, PRINCIPAL"
INTIMATE AND UNDISCLOSED,1,"INNER, PERSONAL, PRIVATE, SECRET"
GLOBAL CURRENCIES,2,"DOLLAR, POUND, STERLING, WON"
BUFFALO ___,3,"BILL, NICKEL, SOLDIER, WING"
ENTRYWAY,0,"DOOR, GATE, HATCH, PORTAL"
MAP FEATURES,1,"COMPASS, INSET, KEY, SCALE"
SURPASS,2,"BEAT, BEST, BETTER, TOP"
STREETS WITH SYMBOLIC IMPORTANCE,3,"DOWNING, FLEET, MAIN, WALL"
FLOORING OPTIONS,0,"CARPET, LAMINATE, TILE, WOOD"
BEACHY AREA,1,"BANK, COAST, SHORE, STRAND"
ROMANTIC VIBE,2,"CHEMISTRY, CONNECTION, FIREWORKS, SPARK"
MEMBER OF A CLASSIC BACKING BAND,3,"BANSHEE, HEARTBREAKER, PIP, WAILER"
KEEP TABS ON,0,"FOLLOW, MONITOR, TRACK, WATCH"
ONE IN A DOZEN,1,"DONUT, JUROR, MONTH, ROSE"
THINGS WITH INK,2,"PEN, PRINTER, SQUID, TATTOO MACHINE"
___ RABBIT,3,"ROGER, TRIX, VELVETEEN, WHITE"
THEY'RE BLOWIN' IN THE WIND,0,"FLAG, PINWHEEL, VANE, WIND CHIME"
CHANGE ONE’S TUNE,1,"ABOUT-FACE, BACKPEDAL, FLIP-FLOP, RENEGE"
CRAM,2,"JAM, SHOEHORN, STUFF, WEDGE"
LAST WORDS IN LONG-RUNNING CHILDREN’S SHOW TITLES,3,"KANGAROO, NEIGHBORHOOD, RAINBOW, STREET"
INTO IT,0,"DOWN, EAGER, GAME, WILLING"
FURNISH,1,"EQUIP, OUTFIT, PREPARE, READY"
ORGS WITH STARS IN THEIR LOGOS,2,"NASA, N.F.L., PARAMOUNT, SUBARU"
HOMOPHONES OF GENESIS FIGURES,3,"ABLE, CANE, EAVE, NOAA"
EVALUATE,0,"GRADE, RANK, RATE, SCORE"
EXHIBIT NERVOUSNESS,1,"BLUSH, FIDGET, PACE, SWEAT"
"THINGS THAT CAN RUN, ANNOYINGLY",2,"DYE, MASCARA, NOSE, STOCKINGS"
PAPER ___,3,"CLIP, TIGER, TOWEL, TRAIL"
CAR BRANDS,0,"DODGE, FORD, LINCOLN, RAM"
BIT OF SPORTS BAR FARE,1,"CHIP, DIP, FRY, WING"
N.H.L. TEAM MEMBER,2,"DUCK, FLYER, SENATOR, STAR"
SKY___,3,"DIVE, LARK, ROCKET, SCRAPER"
TOUCHSCREEN GESTURES,0,"PINCH, SCROLL, SWIPE, TAP"
RELAX,1,"CHILL, LOAF, LOUNGE, VEG"
RESTAURANT SEATING OPTIONS,2,"BAR, BOOTH, COUNTER, TABLE"
VEGETABLES WITH FIRST LETTER REMOVED,3,"ALE, EEK, HIVE, QUASH"
BASIC GEOMETRIC CALCULATIONS,0,"AREA, LENGTH, PERIMETER, VOLUME"
BLACK-AND-WHITE THINGS,1,"CROSSWORD, DOMINO, ORCA, OREO"
LAS VEGAS CASINO HOTELS,2,"ARIA, ENCORE, EXCALIBUR, LUXOR"
WORDS THAT SOUND LIKE PLURAL LETTERS,3,"ARS, AYES, EASE, OWES"
CHEERFUL,0,"BOUNCY, BRIGHT, MERRY, SUNNY"
"""RUBBER BABY BUGGY BUMPER""",1,"BABY, BUGGY, BUMPER, RUBBER"
KINDS OF LUGGAGE,2,"CARRY-ON, DUFFEL, HARD-SHELL, ROLLER"
TITLE CHARACTERS IN '80S MOVIES,3,"FERRIS, HEATHER, INDIANA, PEE-WEE"
MOVIE,0,"FEATURE, FILM, FLICK, PICTURE"
STREW,1,"LITTER, PEPPER, SCATTER, SPRINKLE"
WRINKLY THINGS,2,"BRAIN, CREPE PAPER, PRUNE, SHAR PEI"
SWEET ___,3,"POTATO, SIXTEEN, TALK, TOOTH"
MONTHLY BILLS,0,"CABLE, ELECTRIC, GAS, WATER"
DEPARTMENT,1,"ARM, BRANCH, CHAPTER, WING"
MODIFIERS MEANING “SMALL”,2,"BABY, MINI, POCKET, TOY"
THINGS YOU CAN DO TO YOUR NOSE,3,"BLOW, HOLD, PICK, THUMB"
UNIT OF BREAD,0,"BAGUETTE, BUN, LOAF, ROLL"
WIN + LETTER,1,"WIND, WINE, WING, WINK"
TENNIS SCORES,2,"AD, ALL, DEUCE, LOVE"
___ PEPPER,3,"BELL, BLACK, DR, GHOST"
JAZZ LEGENDS,3,"HANCOCK, HOLIDAY, MONK, PARKER"
___ GEORGE,3,"BOY, BY, CURIOUS, SAINT"
___ TRAP,3,"BEAR, SAND, SPEED, TOURIST"
HAPPY NEW YEAR!,3,"BALL, COUNTDOWN, FIREWORKS, KISS"
ENORMOUS,0,"BIG, GIANT, GREAT, HUGE"
FLEXIBLE,1,"ELASTIC, LIMBER, PLASTIC, SUPPLE"
CRESCENT-SHAPED THINGS,2,"BANANA, CROISSANT, MOON, SICKLE"
W + VOWEL PROGRESSION,3,"WAY, WEE, WHY, WHOA"
"STAND UP TO, AS A CHALLENGE",1,"BRAVE, CONFRONT, FACE, MEET"
GYMNASTICS POSITIONS,1,"PIKE, SPLIT, STRADDLE, TUCK"
TRACK AND FIELD EQUIPMENT,1,"HAMMER, HURDLE, JAVELIN, POLE"
PLACE TO STORE VALUABLES,1,"CHEST, COFFER, SAFE, VAULT"
ENTHUSIAST,2,"BUFF, FAN, LOVER, NUT"
COMEDIAN’S PERFORMANCE,2,"ACT, BIT, ROUTINE, SET"
ROCK & ROLL HALL OF FAME INDUCTEES,2,"HEART, MADONNA, PRINCE, QUEEN"
KINDS OF BLOND,2,"DIRTY, HONEY, PLATINUM, STRAWBERRY"
WAGER,1,"BET, GAMBLE, RISK, STAKE"
UNITS IN POETRY,1,"FOOT, LINE, METER, VERSE"
BOXING MANEUVERS,2,"BOB, CROSS, HOOK, WEAVE"
WALLOP,2,"BELT, CLOCK, DECK, SLUG"
FOUND ON SHEET MUSIC,0,"CLEF, NOTE, REST, STAFF"
ICE CREAM TREATS,0,"FLOAT, SHAKE, SPLIT, SUNDAE"
FALL IN UNDER PRESSURE,1,"BUCKLE, CAVE, COLLAPSE, GIVE"
COLLEAGUE,1,"ASSOCIATE, FELLOW, PARTNER, PEER"
METHOD,1,"CHANNEL, MEANS, MEDIUM, VEHICLE"
LEGAL TERMS,1,"ACTION, CLAIM, COMPLAINT, LAWSUIT"
THINGS YOU CAN DRAW,2,"BATH, CARD, CURTAIN, PICTURE"
CAPTAINS,2,"AMERICA, HOOK, MORGAN, NEMO"
PARTS OF A RIVER,0,"BANK, BED, DELTA, MOUTH"
LUXURIOUS FABRICS,0,"CHIFFON, SATIN, SILK, VELVET"
MURKY CONDITION,0,"CLOUD, FOG, HAZE, MIST"
GOLF COURSE PARTS,0,"BUNKER, FAIRWAY, GREEN, ROUGH"
SEEN IN “ALADDIN”,2,"GENIE, MONKEY, PARROT, PRINCESS"
GROCERY STORE AISLES,2,"DAIRY, FROZEN, PRODUCE, SNACK"
SAUCES IN CHINESE CUISINE,2,"OYSTER, PLUM, SOY, XO"
OVEN BUTTONS,2,"BAKE, BROIL, LIGHT, TIMER"
RID OF CONTENTS,1,"CLEAR, DRAIN, EMPTY, FLUSH"
WAYS TO PRESERVE FOOD,1,"CAN, CURE, DRY, FREEZE"
PROGRAMMING LANGUAGES,2,"BASIC, JAVA, PYTHON, RUBY"
NOUN SUFFIXES,2,"DOM, ION, NESS, SHIP"
INGREDIENTS IN MINESTRONE,2,"BEANS, PASTA, STOCK, VEGETABLES"
WORKSHOP TOOLS,2,"DRILL, GRINDER, ROUTER, SAW"
SMALL ___,3,"FRY, TALK, WONDER, WORLD"
RAPPERS MINUS FIRST LETTER,3,"40, COLE, PAIN, TIP"
BIT OF LIQUID,2,"BEAD, DROP, GLOB, TEAR"
THEY HAVE KEYS,2,"COMPUTER, PIANO, SUPER, TESTS"
WHAT “BLUE” MIGHT MEAN,2,"DEMOCRATIC, EROTIC, NOBLE, SAD"
PARTS OF FRUIT YOU MIGHT NOT EAT,2,"CORE, RIND, SEED, STEM"
AREAS OF ACADEMIC FOCUS,1,"CONCENTRATION, DEGREE, MAJOR, MINOR"
BACKSIDE,1,"BOOTY, BUM, CAN, REAR"
INCLUDING,1,"AND, ALSO, PLUS, WITH"
PLANTS WITH SIMILAR FLAVORS,1,"ANISE, FENNEL, LICORICE, TARRAGON"
VOLLEYBALL MOVES,1,"BUMP, SERVE, SET, SPIKE"
“MY MISTAKE!”,1,"APOLOGIES, OOPS, PARDON, SORRY"
AIRLINE CLASSES,1,"BUSINESS, COACH, FIRST, PREMIUM"
MOVE FORWARD,1,"ADVANCE, MARCH, PROGRESS, PUSH"
CONSTELLATIONS,1,"CYGNUS, GEMINI, ORION, PEGASUS"
PRETENSE,1,"AFFECT, AIRS, CHARADE, FRONT"
CAMERA BRANDS,1,"FUJIFILM, HASSELBLAD, OLYMPUS, POLAROID"
APPLY PRESSURE TO,1,"CRUSH, MASH, PRESS, SQUASH"
PESTER,0,"BADGER, BUG, HOUND, NAG"
BECOME AWARE OF,1,"DISCOVER, FIND, LEARN, REALIZE"
FENCING EQUIPMENT,2,"FOIL, GLOVE, JACKET, MASK"
LUCKY ___,3,"BREAK, CHARM, DUCK, STRIKE"
FAIL TO ATTEND,1,"CUT, DITCH, MISS, SKIP"
"""STEP ON IT!""",1,"FASTER, GO, HURRY, MOVE"
ILK,2,"KIND, SORT, TYPE, VARIETY"
KINDS OF CRACKERS,2,"ANIMAL, GOLDFISH, OYSTER, RITZ"
PLANT GROWTHS,1,"BLOOM, BUD, SHOOT, SPROUT"
QUARREL,1,"FIGHT, ROW, SCRAP, TIFF"
ONE FLYING AN AIRPLANE,1,"ACE, AVIATOR, FLIER, PILOT"
"PRESERVES, AS MEAT",1,"CANS, CURES, SALTS, SMOKES"
KINDS OF WATER,1,"MINERAL, SPRING, STILL, TAP"
WORDS THAT RHYME,1,"🧠, ✈️, 🌧️, 🚂"
KINDS OF HEELS,2,"CUBAN, KITTEN, STILETTO, WEDGE"
PERIOD,2,"AGE, DAY, ERA, TIME"
CURMUDGEON,0,"CRAB, CRANK, GROUCH, GRUMP"
FARM TOOLS,0,"HOE, PLOW, RAKE, SICKLE"
RESERVE FOR LATER,0,"BANK, SAVE, STASH, STORE"
BRIEF MOMENT,0,"FLASH, JIFFY, SECOND, WINK"
DISNEYLAND LANDS,2,"ADVENTURE, FANTASY, FRONTIER, TOMORROW"
EXPRESS INDIRECTLY,2,"COUCH, IMPLY, INTIMATE, SUGGEST"
WAYS TO GET ATTENTION,2,"SHOUT, SNAP, WAVE, WHISTLE"
SEEN DURING EASTER,2,"BUNNY, EGG, JELLY BEAN, PEEP"
ACCESSORIES,0,"BELT, BRACELET, TIE, WATCH"
CONTACT VIA PHONE,0,"BUZZ, CALL, DIAL, RING"
KINDS OF SNAKES,1,"ADDER, BOA, MAMBA, MOCCASIN"
"CARRY, AS A FEELING",1,"BEAR, HARBOR, HOLD, MAINTAIN"
"UNLIKELY, AS CHANCES",2,"OUTSIDE, REMOTE, SLIM, SMALL"
THINGS A JUGGLER JUGGLES,2,"BEANBAG, CLUB, RING, TORCH"
WHAT “X” MIGHT MEAN,3,"ADULT, KISS, TEN, TIMES"
___ BALL,3,"CRYSTAL, DISCO, FOUL, GUTTER"
SEEN IN A LAUNDRY ROOM,0,"DRYER, HAMPER, IRON, WASHER"
CLASSIC HALLOWEEN COSTUMES,0,"ANGEL, CLOWN, PIRATE, WITCH"
POKER ACTIONS,1,"BET, CALL, CHECK, FOLD"
EXHILARATION,1,"BUZZ, KICK, RUSH, THRILL"
ASSOCIATED WITH “STUB”,2,"CIGARETTE, PENCIL, TICKET, TOE"
SHARP QUALITY,2,"BITE, EDGE, PUNCH, SPICE"
___ TOOTH,3,"BABY, EYE, SWEET, WISDOM"
SHAPES OF CAPITAL GREEK LETTERS,3,"CIRCLE, HORSESHOE, PITCHFORK, TRIANGLE"
UNIVERSAL,2,"BLANKET, BROAD, GENERAL, SWEEPING"
MAC KEYBOARD KEYS,2,"COMMAND, CONTROL, OPTION, SHIFT"
TITULAR FICTIONAL DETECTIVES,3,"MAGNUM, MONK, SHAFT, TRACY"
WAYS TO PREPARE CHEESE,3,"CRUMBLE, MELT, SHRED, SLICE"
SUMMER GEAR,1,"HAT, SHORTS, SUNGLASSES, TEE"
STURDY,1,"FIRM, SOLID, SOUND, STABLE"
THINGS IN A SPA LOCKER ROOM,2,"ROBE, SLIPPERS, TOWEL, WASHCLOTH"
FOOD SLANG FOR HEAD,2,"BEAN, MELON, NOODLE, NUT"
MEANS OF TRANSPORTATION,0,"BOAT, CAR, PLANE, TRAIN"
DISPUTE,1,"CLASH, SCRAP, TANGLE, TIFF"
HOMOPHONES OF GREEK LETTERS,2,"MOO, NEW, PIE, ROW"
___ PITCH,3,"ELEVATOR, FEVER, PERFECT, SALES"
GENTLE,0,"LIGHT, MELLOW, MILD, SOFT"
HAIR TOOLS,1,"BRUSH, COMB, DRYER, IRON"
ALIBI,2,"DEFENSE, EXCUSE, OUT, REASON"
COLOR HOMOPHONES,3,"BLEW, CHORAL, READ, ROWS"
GRASSY AREA,1,"FIELD, GREEN, GROUNDS, LAWN"
MEASURING INSTRUMENTS,1,"COMPASS, RULER, SCALE, WATCH"
"EXAMINE, AS AN APPLICANT",2,"CHECK, REVIEW, SCREEN, VET"
THINGS THAT MIGHT STINK,2,"CHEESE, FEET, GARBAGE, SKUNK"
DARLING,0,"BABY, BOO, DEAR, LOVE"
ROAD NAMES,0,"ALLEY, DRIVE, LANE, STREET"
NAME PREFIXES,0,"GEN, MS, PROF, REV"
PARTS OF A CAR,0,"BUMPER, HOOD, TIRE, TRUNK"
AUGMENTATIVE PREFIXES,1,"HYPER, SUPER, UBER, ULTRA"
“THE WIZARD OF OZ” FIGURES,1,"LION, SCARECROW, WITCH, WIZARD"
SPIRALS IN NATURE,2,"CYCLONE, GALAXY, SNAIL, SUNFLOWER"
FAMOUS GUITARISTS,2,"BERRY, KING, PAGE, WATERS"
BIT OF REPETITIVE TRAINING,1,"DRILL, EXERCISE, PRACTICE, ROUTINE"
THINGS BABIES DO,1,"BABBLE, COO, CRAWL, NURSE"
ITALIAN DEMONYMS,2,"BOLOGNESE, NEAPOLITAN, PARMESAN, VENETIAN"
OLYMPIC SPORTS,2,"BREAKING, HOCKEY, SKELETON, TRAMPOLINE"
BIT OF JOURNALISM,1,"ARTICLE, FEATURE, REPORT, STORY"
"HEED, AS RULES",1,"FOLLOW, MIND, OBSERVE, REGARD"
HAVE IN MIND,1,"AIM, INTEND, MEAN, PLAN"
PUBLISHED LINES,1,"COPY, TEXT, WORDS, WRITING"
RELATED TO TRAINS,1,"CAR, CONDUCTOR, STATION, TRACK"
ADJECTIVES FOR A BASEMENT,1,"COLD, DANK, DARK, MUSTY"
DECISIVE VICTORY,2,"BLOWOUT, ROMP, ROUT, SWEEP"
N.B.A. TEAM PLAYER,2,"CLIPPER, PACER, ROCKET, SPUR"
TERRA FIRMA,1,"EARTH, GROUND, LAND, SOIL"
METRIC PREFIXES,1,"KILO, MEGA, MICRO, PICO"
BRING UP,2,"FOSTER, NURSE, RAISE, REAR"
GAMES OF CHANCE,2,"BINGO, LOTTERY, ROULETTE, WAR"
SHIRTS,0,"CROP, POLO, TANK, TEE"
BLACK-AND-WHITE ANIMALS,0,"ORCA, PANDA, SKUNK, ZEBRA"
ORGANIZATION,0,"CLUB, GROUP, PARTY, TEAM"
GARDENING NOUNS/VERBS,0,"PLANT, SEED, WATER, WEED"
NEXUS,1,"CENTER, HEART, HUB, NUCLEUS"
CATCH SOME RAYS,1,"BAKE, BASK, SUN, TAN"
POWER ISSUES,1,"OUTAGE, SHORT, SPIKE, SURGE"
BANG INTO,1,"BUMP, BUTT, KNOCK, RAM"
KINDS OF WHALES,2,"BLUE, FIN, GRAY, RIGHT"
KINDS OF BLUE,2,"BABY, NAVY, SKY, TIFFANY"
PREDICAMENTS,2,"BINDS, JAMS, PICKLES, SPOTS"
THINGS THAT ARE CINCHED IN THE MIDDLE,2,"CORSET, DIABOLO, HOURGLASS, WASP"
HORROR MOVIES,2,"👽, 🧛, 🪚, 😱"
SEEN IN “CINDERELLA”,2,"BALL, PRINCE, PUMPKIN, SLIPPER"
SKIN TYPES,2,"COMBINATION, DRY, NORMAL, OILY"
THROWN IN TARGET GAMES,2,"AXE, DART, HORSESHOE, RING"
B.L.T. INGREDIENTS,0,"BREAD, BACON, LETTUCE, TOMATO"
MOVE THROUGH THE AIR,0,"FLOAT, FLY, GLIDE, SOAR"
GIFT-GIVING ACCESSORIES,0,"BOW, BOX, CARD, WRAPPING"
PLAYFULLY BOTHER,0,"JOSH, KID, RIB, TEASE"
STRONG SMELL,0,"FUNK, MUSK, ODOR, TANG"
TECH COMPANIES,0,"ALPHABET, AMAZON, APPLE, META"
FEATURED IN WESTERNS,1,"BOUNTY, COWBOY, DUEL, SALOON"
INTERROGATE,1,"EXAMINE, GRILL, PROBE, QUESTION"
"OBJECTS IN 0-, 1-, 2- AND 3-DIMENSIONAL SPACE",1,"LINE, PLANE, POINT, SOLID"
USED TO FIX A FLAT,1,"CHOCK, JACK, TIRE, WRENCH"
WINE TASTING DESCRIPTORS,2,"BALANCED, DRY, FULL, SWEET"
COLLECTION,2,"ARRAY, BATTERY, SET, SERIES"
THINGS THAT ARE ORANGE,0,"BASKETBALL, CARROT, GOLDFISH, PUMPKIN"
